timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
3049852091,1,0,142,143,97,55,25
3050899098,1,0,142,143,100,59,23
3051818091,1,0,142,143,97,61,24
3052853760,1,0,142,143,100,65,25
3053894088,1,0,142,143,98,53,25
3054810301,1,0,142,143,100,57,52
3055847114,1,0,142,143,97,57,23
3056773132,1,0,142,143,97,70,24
3057810090,1,0,142,143,100,54,25
3058839091,1,0,142,143,100,54,25
3059900091,1,0,142,143,97,53,21
3060820203,1,0,142,143,100,58,53
3061842092,1,0,142,143,100,54,25
3062779084,1,0,142,143,97,53,25
3063800087,1,0,142,143,100,49,23
3064846088,1,0,143,143,100,73,23
3065814536,1,0,143,143,98,53,24
3066809071,1,0,143,143,100,59,23
3067832675,1,0,143,143,100,53,22
3068883228,1,0,143,143,100,54,51
3069798092,1,0,143,143,97,51,52
3070848092,1,0,143,143,100,55,25
3071780093,1,0,142,143,100,68,25
3072801142,1,0,142,143,97,55,24
3073833602,1,0,142,143,100,54,26
3074882493,1,0,142,143,100,56,25
3075805092,1,0,142,143,98,54,24
3076830094,1,0,142,143,100,62,22
3077874089,1,0,142,143,100,61,25
3078791086,1,0,142,143,100,55,24
3079828173,1,0,142,143,100,55,23
3080887167,1,0,142,143,100,57,23
3081796085,1,0,142,143,100,60,52
3082828234,1,0,142,143,97,53,57
3083866112,1,0,142,143,100,55,25
3084787660,1,0,142,143,100,60,24
3085836134,1,0,142,143,95,52,23
3086864229,1,0,142,143,99,57,24
3087786091,1,0,142,143,100,53,25
3088871102,1,0,142,143,100,51,26
3089858041,1,0,142,143,100,57,24
3090783091,1,0,142,143,98,53,52
3091818091,1,0,142,143,100,56,52
3092858541,1,0,142,143,100,54,24
3093788090,1,0,141,143,97,62,26
3094815089,1,0,141,143,100,55,23
3095863089,1,0,141,143,97,54,23
3096891125,1,0,141,143,100,56,22
3097820272,1,0,141,143,100,52,23
3098855207,1,0,141,143,100,58,25
3099782089,1,0,141,143,100,56,51
3100807455,1,0,141,143,100,65,24
3101860087,1,0,141,143,100,71,23
3102785127,1,0,141,143,100,57,21
3103808085,1,0,141,143,100,60,27
3104846089,1,0,141,143,100,61,23
3105894115,1,0,141,143,97,61,50
3106815445,1,0,141,143,100,56,24
3107845091,1,0,141,143,98,53,22
3108789198,1,0,141,142,100,60,25
3109798873,1,0,141,141,100,71,24
3110847289,1,0,141,142,100,54,23
3111814092,1,0,141,142,94,55,24
3112806095,1,0,143,142,100,66,24
3113836085,1,0,143,142,100,54,48
3114787532,1,0,143,142,100,55,25
3115798091,1,0,143,142,100,54,23
3116848130,1,0,143,142,100,59,26
3117868093,1,0,143,142,100,56,21
3118796163,1,0,143,142,100,52,22
3119839426,1,0,143,142,100,52,23
3120880171,1,0,143,142,100,56,25
3121804213,1,0,143,142,100,61,46
3122837155,1,0,143,142,100,54,50
3123869087,1,0,143,142,100,68,23
3124786230,1,0,143,142,98,52,24
3125835087,1,0,143,142,100,57,24
3126879087,1,0,143,142,100,54,47
3127789092,1,0,142,142,100,57,46
3128847091,1,0,143,142,97,54,23
3129864134,1,0,144,143,100,54,24
3130789094,1,0,144,143,100,52,23
3131841549,1,0,144,143,90,50,24
3132861685,1,0,144,143,97,54,24
3133785103,1,0,144,143,100,53,22
3134776093,1,0,144,143,99,54,26
3135854163,1,0,144,143,100,53,49
3136910090,1,0,144,143,100,56,49
3137817118,1,0,145,143,97,57,23
3138857088,1,0,145,143,100,53,23
3139789301,1,0,145,143,100,54,23
3140817132,1,0,145,143,100,62,24
3141867187,1,0,145,143,100,52,23
3142895113,1,0,145,143,100,58,24
3143826091,1,0,144,143,100,56,25
3144850094,1,0,144,143,100,53,57
3145777085,1,0,144,143,100,64,24
3146813791,1,0,144,143,99,52,23
3147855092,1,0,144,143,100,55,25
3148781899,1,0,145,143,100,62,22
3149814414,1,0,145,143,96,56,25
3150845177,1,0,144,143,97,56,22
3151775091,1,0,145,143,100,62,22
3152810226,1,0,145,143,100,55,25
3153846429,1,0,145,143,100,56,24
3154788091,1,0,145,143,100,58,24
3155802111,1,0,145,143,100,56,24
3156842148,1,0,145,143,100,54,26
3157823091,1,0,145,143,96,55,49
3158811831,1,0,144,143,100,54,51
3159834093,1,0,144,143,100,53,26
3160883125,1,0,144,143,100,55,24
3161802082,1,0,144,143,100,57,23
3162847541,1,0,144,143,100,64,23
3163873292,1,0,144,143,97,56,21
3164800343,1,0,144,143,97,63,25
3165835930,1,0,144,143,100,51,26
3166876091,1,0,144,143,100,54,48
3167805106,1,0,144,143,100,53,47
3168833090,1,0,144,143,100,66,24
3169876088,1,0,144,144,100,49,23
3170801133,1,0,144,144,97,49,23
3171830089,1,0,144,144,100,62,22
3172886094,1,0,144,144,97,45,25
3173791084,1,0,143,144,100,54,24
3174848122,1,0,143,144,100,56,24
3175866132,1,0,143,144,100,54,52
3176792093,1,0,142,143,100,53,24
3177849085,1,0,142,143,90,52,26
3178875090,1,0,144,145,100,54,24
3179796140,1,0,144,147,100,62,25
3180796171,1,0,144,147,100,53,49
3181858084,1,0,144,147,100,67,48
3182782088,1,0,144,147,100,60,23
3183826089,1,0,144,146,100,51,26
3184860091,1,0,144,146,100,57,23
3185794094,1,0,144,146,100,57,24
3186812130,1,0,144,146,100,52,24
3187870089,1,0,145,146,100,58,26
3188780178,1,0,145,146,97,52,24
3189821089,1,0,145,146,100,56,24
3190857090,1,0,145,146,100,49,24
3191778086,1,0,145,146,97,60,25
3192807093,1,0,145,146,97,58,24
3193862087,1,0,145,146,100,60,24
3194783093,1,0,145,146,100,52,24
3195817556,1,0,145,146,97,64,25
3196853281,1,0,145,146,100,59,26
3197785113,1,0,145,146,97,56,49
3198808299,1,0,145,146,100,54,23
3199853954,1,0,145,146,100,56,21
3200793138,1,0,145,146,93,54,23
3201800084,1,0,145,146,100,52,24
3202845093,1,0,145,146,100,53,57
3203888992,1,0,145,146,100,56,58
3204803118,1,0,145,146,100,59,24
3205843088,1,0,145,146,98,53,23
3206878089,1,0,145,146,100,53,23
3207800092,1,0,145,146,100,65,24
3208835588,1,0,145,146,100,51,23
3209875150,1,0,146,146,97,54,23
3210807161,1,0,146,146,99,50,26
3211838293,1,0,146,146,100,57,50
3212867006,1,0,146,146,100,55,51
3213794174,1,0,146,146,100,55,22
3214839902,1,0,146,146,97,48,24
3215870093,1,0,146,146,100,68,25
3216798092,1,0,146,146,100,51,24
3217831091,1,0,146,146,100,48,24
3218881092,1,0,146,146,97,65,26
3219785091,1,0,146,146,100,54,23
3220849084,1,0,146,146,97,57,50
3221860175,1,0,146,146,100,56,22
3222788114,1,0,146,147,100,64,25
3223849121,1,0,146,147,88,60,22
3224869502,1,0,146,147,100,54,25
3225791085,1,0,143,147,100,54,51
3226951239,1,0,138,137,100,59,23
3227855090,1,0,134,141,100,61,24
3228777164,1,0,136,137,100,53,25
3229829450,1,0,133,132,100,55,25
3230863733,1,0,132,132,97,69,25
3231790091,1,0,133,137,100,62,23
3232815099,1,0,129,134,100,57,25
3233862385,1,0,137,139,98,65,24
3234777129,1,0,140,143,100,62,24
3235824092,1,0,142,144,100,66,23
3236847113,1,0,138,139,100,59,23
3237778360,1,0,134,136,100,61,24
3238819087,1,0,137,138,100,55,22
3239858091,1,0,140,143,96,57,23
3240779112,1,0,144,148,98,60,23
3241829085,1,0,142,146,100,54,24
3242849092,1,0,139,141,100,53,25
3243776374,1,0,134,132,96,62,24
3244813063,1,0,132,133,100,54,23
3245847092,1,0,139,139,100,55,22
3246771128,1,0,142,143,98,58,25
3247808124,1,0,126,137,99,56,23
3248844090,1,0,118,117,100,57,23
3249785104,1,0,113,113,100,61,25
3250809085,1,0,128,124,100,61,24
3251846135,1,0,134,140,97,59,23
3252880091,1,0,137,136,100,60,23
3253802378,1,0,129,133,100,56,24
3254834088,1,0,133,139,100,56,24
3255884088,1,0,141,142,100,57,22
3256807093,1,0,147,148,97,54,24
3257837086,1,0,150,152,100,57,26
3258870092,1,0,145,148,100,56,23
3259798000,1,0,152,151,100,56,24
3260842673,1,0,149,150,100,57,24
3261873091,1,0,153,154,100,54,26
3262804092,1,0,152,153,100,58,22
3263826155,1,0,142,142,100,56,25
3264893406,1,0,145,147,100,49,25
3265790092,1,0,151,155,100,58,54
3266841382,1,0,151,154,97,56,25
3267866118,1,0,151,154,100,61,23
3268793092,1,0,152,154,97,61,24
3269878502,1,0,152,154,100,55,23
3270877686,1,0,150,150,100,58,23
3271793095,1,0,149,150,100,61,23
3272784653,1,0,149,150,99,68,25
3273866082,1,0,145,148,100,57,25
3274780090,1,0,137,141,100,52,23
3275822923,1,0,141,138,100,66,21
3276862021,1,0,141,142,100,51,22
3277793085,1,0,146,145,100,55,23
3278814125,1,0,147,149,100,56,27
3279868259,1,0,143,145,100,54,26
3280780268,1,0,140,139,98,50,24
3281822093,1,0,143,145,100,57,24
3282850090,1,0,136,130,98,52,24
3283781206,1,0,148,150,100,58,23
3284814525,1,0,156,158,100,57,24
3285862484,1,0,159,159,100,51,25
3286783078,1,0,164,164,100,61,23
3287824093,1,0,164,165,100,61,25
3288853092,1,0,164,165,100,59,24
3289790086,1,0,163,165,97,57,24
3290810116,1,0,163,164,99,58,23
3291852085,1,0,163,164,97,61,24
3292905905,1,0,163,164,94,56,26
3293805087,1,0,163,164,96,57,26
3294848171,1,0,159,159,100,57,23
3295779094,1,0,158,159,100,57,24
3296797093,1,0,157,159,100,57,23
3297853088,1,0,160,161,100,60,24
3298872092,1,0,160,161,100,68,23
3299800598,1,0,153,156,100,60,21
3300839705,1,0,145,144,100,56,22
3301881090,1,0,146,147,100,56,26
3302810085,1,0,150,152,99,61,26
3303838088,1,0,150,152,100,59,24
3304867091,1,0,145,148,100,57,24
3305794742,1,0,134,136,100,70,23
3306841093,1,0,129,130,100,58,24
3307870091,1,0,139,142,98,61,22
3308797665,1,0,143,145,100,54,23
3309830089,1,0,140,141,100,56,24
3310786085,1,0,131,136,100,63,27
3311790118,1,0,129,127,100,58,25
3312851617,1,0,123,125,100,56,26
3313860556,1,0,127,126,100,57,23
3314782124,1,0,127,130,97,62,27
3315880090,1,0,147,151,100,58,25
3316868096,1,0,147,154,100,54,23
3317785346,1,0,139,144,100,57,25
3318836089,1,0,142,144,100,61,27
3319861533,1,0,138,142,100,62,23
3320777097,1,0,136,131,98,59,24
3321823151,1,0,142,140,100,50,23
3322858705,1,0,141,144,99,55,25
3323788084,1,0,130,136,100,64,55
3324820210,1,0,139,139,100,57,56
3325859413,1,0,151,153,100,58,24
3326778190,1,0,153,155,100,64,23
3327819089,1,0,157,160,100,61,23
3328853100,1,0,151,148,99,55,23
3329779090,1,0,156,156,100,58,23
3330820743,1,0,163,166,100,62,23
3331854084,1,0,162,163,100,58,24
3332776134,1,0,165,166,100,56,28
3333829092,1,0,171,172,97,59,25
3334848087,1,0,171,172,100,60,24
3335793092,1,0,172,173,100,65,23
3336809083,1,0,170,173,100,58,22
3337846086,1,0,168,168,97,58,24
3338818091,1,0,160,163,97,58,27
3339817093,1,0,154,155,100,57,25
3340841190,1,0,160,158,100,56,63
3341777088,1,0,162,164,100,58,23
3342803094,1,0,162,164,100,60,25
3343850165,1,0,157,156,100,65,21
3344881085,1,0,139,139,100,51,26
3345803090,1,0,132,131,100,55,25
3346833086,1,0,141,139,100,60,27
3347886088,1,0,150,152,100,58,22
3348813493,1,0,157,155,98,60,25
3349835094,1,0,165,166,97,57,23
3350769100,1,0,165,167,100,61,23
3351797096,1,0,160,165,100,62,23
3352833093,1,0,151,149,100,58,24
3353872086,1,0,149,149,96,58,25
3354801158,1,0,141,129,100,59,27
3355825665,1,0,156,157,100,60,26
3356871700,1,0,157,164,100,58,21
3357796088,1,0,161,161,100,61,25
3358846085,1,0,172,174,100,56,24
3359866145,1,0,168,170,97,57,24
3360797087,1,0,166,167,100,56,25
3361964133,1,0,160,160,100,59,23
3362874107,1,0,149,149,99,54,23
3363791106,1,0,153,155,100,57,27
3364837738,1,0,159,161,100,57,24
3365866223,1,0,157,156,99,51,24
3366780092,1,0,154,156,96,53,22
3367820120,1,0,156,158,100,57,24
3368864092,1,0,158,159,97,55,23
3369783086,1,0,160,161,100,55,28
3370821905,1,0,149,157,97,56,24
3371856091,1,0,145,147,100,63,25
3372782223,1,0,147,149,100,64,23
3373809094,1,0,128,126,100,60,24
3374861561,1,0,113,119,100,58,23
3375781093,1,0,119,122,97,61,25
3376812246,1,0,121,122,100,56,24
3377855405,1,0,123,123,100,57,27
3378774041,1,0,123,123,100,58,26
3379823011,1,0,121,125,97,67,26
3380853088,1,0,122,123,100,54,24
3381790127,1,0,122,123,97,56,22
3382801121,1,0,123,123,100,52,25
3383856170,1,0,121,122,100,62,23
3384822092,1,0,120,121,100,69,24
3385810690,1,0,121,123,100,58,24
3386843086,1,0,122,118,100,56,58
3387885093,1,0,120,124,100,56,24
3388796098,1,0,122,122,99,55,24
3389855099,1,0,121,123,100,54,24
3390875601,1,0,122,121,100,50,26
3391799091,1,0,122,119,97,49,25
3392834087,1,0,120,124,97,51,25
3393880094,1,0,121,124,100,52,24
3394803090,1,0,121,122,98,51,23
3395837228,1,0,122,123,100,57,25
3396872088,1,0,123,122,100,53,22
3397789085,1,0,121,122,100,49,23
3398834148,1,0,123,121,100,50,25
3399874114,1,0,122,121,100,67,26
3400800089,1,0,123,119,96,50,28
3401827122,1,0,122,125,97,52,25
3402773095,1,0,122,124,100,48,24
3403789103,1,0,121,124,100,66,23
3404835920,1,0,118,118,96,53,26
3405864100,1,0,130,134,100,44,22
3406787094,1,0,123,121,100,47,23
3407960144,1,0,123,130,98,67,23
3408862089,1,0,121,119,100,49,26
3409784120,1,0,119,124,100,48,24
3410831135,1,0,117,117,97,56,24
3411859086,1,0,114,117,100,46,23
3412786088,1,0,119,116,97,60,24
3413820091,1,0,135,140,100,56,23
3414864158,1,0,135,136,97,48,26
3415777580,1,0,133,136,100,56,25
3416825221,1,0,132,134,100,54,24
3417853085,1,0,127,129,100,54,25
3418777085,1,0,121,124,100,51,23
3419813286,1,0,126,128,100,57,25
3420862122,1,0,123,129,100,52,23
3421783251,1,0,115,118,100,53,25
3422814094,1,0,117,115,100,50,26
3423852189,1,0,120,126,100,46,26
3424901087,1,0,123,122,97,67,23
3425830092,1,0,130,134,100,68,23
3426847085,1,0,131,132,100,55,25
3427790090,1,0,132,134,100,63,25
3428807094,1,0,132,134,100,57,24
3429850226,1,0,132,134,100,57,25
3430822451,1,0,134,134,100,58,25
3431816091,1,0,134,134,100,61,26
3432836095,1,0,134,135,100,69,24
3433891191,1,0,134,135,100,58,25
3434808087,1,0,134,135,100,53,23
3435849237,1,0,134,136,100,63,27
3436877037,1,0,133,134,100,51,22
3437805090,1,0,133,134,100,56,22
3438836096,1,0,133,134,100,57,22
3439886088,1,0,133,134,100,58,27
3440809089,1,0,134,134,98,57,62
3441835116,1,0,133,134,100,54,24
