timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
3050899948,3050899020,396825,0.087878786,-0.028787877,0.52272725,nan,0
3051903082,3051902120,396825,0.093939394,-0.038636364,0.5477272,nan,0
3052905554,3052904602,396825,0.07954545,-0.045454543,0.5363636,nan,0
3053908170,3053907250,396825,0.074999996,-0.041666664,0.5121212,nan,0
3054910965,3054909982,396825,0.08484848,-0.034090906,0.5151515,nan,0
3055913350,3055912431,396825,0.09166666,-0.03333333,0.5340909,nan,0
3056894577,3056893658,396825,0.07727273,-0.029545454,0.5037879,nan,0
3057896845,3057895925,396825,0.09318182,-0.034090906,0.53484845,nan,0
3058899532,3058898612,396825,0.08863636,-0.040151514,0.5492424,nan,0
3059902484,3059901566,396825,0.074999996,-0.04090909,0.525,nan,0
3060905311,3060904384,396825,0.07575757,-0.04242424,0.5113636,nan,0
3061908457,3061907538,396825,0.086363636,-0.038636364,0.5325757,nan,0
3062910895,3062909948,396825,0.09015151,-0.03030303,0.5280303,nan,0
3063913549,3063912629,396825,0.09015151,-0.04090909,0.5507576,nan,0
3064895052,3064894120,396825,0.087878786,-0.029545454,0.5310606,nan,0
3065896922,3065896003,396825,0.08863636,-0.03333333,0.5568182,nan,0
3066899789,3066898837,396825,0.08560606,-0.046969697,0.5477272,nan,0
3067902782,3067901858,396825,0.07424242,-0.044696968,0.51969695,nan,0
3068905278,3068904358,396825,0.08030303,-0.03939394,0.5234848,nan,0
3069908071,3069907148,396825,0.092424236,-0.034090906,0.5265151,nan,0
3070910706,3070909787,396825,0.092424236,-0.041666664,0.5492424,nan,0
3071913409,3071912480,396825,0.0840909,-0.046969697,0.5363636,nan,0
3072916226,3072915307,396825,0.06666666,-0.048484847,0.5234848,nan,0
3073897304,3073896377,396825,0.087878786,-0.041666664,0.5492424,nan,0
3074899600,3074898681,396825,0.08333333,-0.04242424,0.5492424,nan,0
3075902302,3075901383,396825,0.07575757,-0.046212118,0.52272725,nan,0
3076904429,3076903509,396825,0.07727273,-0.03712121,0.51666665,nan,0
3077907456,3077906537,396825,0.090909086,-0.03712121,0.54090905,nan,0
3078909639,3078908717,396825,0.086363636,-0.034848485,0.5325757,nan,0
3079912040,3079911120,396825,0.08484848,-0.047727272,0.54393935,nan,0
3080893781,3080892862,396825,0.086363636,-0.031060604,0.54393935,nan,0
3081896387,3081895467,396825,0.08712121,-0.041666664,0.54393935,nan,0
3082899039,3082898120,396825,0.08863636,-0.044696968,0.5454545,nan,0
3083901910,3083900991,396825,0.08257575,-0.048484847,0.5507576,nan,0
3084904619,3084903700,396825,0.07424242,-0.046212118,0.5393939,nan,0
3085907535,3085906543,396825,0.07878788,-0.046212118,0.5325757,nan,0
3086909809,3086908890,396825,0.07878788,-0.043939393,0.525,nan,0
3087912275,3087911355,396825,0.070454545,-0.04090909,0.5310606,nan,0
3088914856,3088913937,396825,0.076515146,-0.043939393,0.5181818,nan,0
3089896347,3089895422,396825,0.08181818,-0.046969697,0.5363636,nan,0
3090898775,3090897856,396825,0.07575757,-0.053787876,0.5454545,nan,0
3091902181,3091901261,396825,0.074999996,-0.057575755,0.5477272,nan,0
3092904646,3092903683,396825,0.07424242,-0.045454543,0.51969695,nan,0
3093907657,3093906735,396825,0.068939395,-0.048484847,0.5234848,nan,0
3094910055,3094909128,396825,0.07272727,-0.043181818,0.5037879,nan,0
3095912494,3095911575,396825,0.073484845,-0.03560606,0.49545452,nan,0
3096915566,3096914648,396825,0.0810606,-0.034090906,0.5113636,nan,0
3097896858,3097895939,396825,0.073484845,-0.041666664,0.51969695,nan,0
3098899132,3098898212,396825,0.07575757,-0.044696968,0.5295454,nan,0
3099901847,3099900895,396825,0.07272727,-0.038636364,0.5121212,nan,0
3100904209,3100903289,396825,0.07424242,-0.038636364,0.5121212,nan,0
3101907577,3101906658,396825,0.089393936,-0.04242424,0.5507576,nan,0
3102909589,3102908669,396825,0.071969695,-0.043939393,0.5121212,nan,0
3103912302,3103911383,396825,0.08484848,-0.03712121,0.5083333,nan,0
3104915276,3104914357,396825,0.089393936,-0.04090909,0.56060606,nan,0
3105896683,3105895766,396825,0.08863636,-0.02651515,0.5325757,nan,0
3106899060,3106898138,396825,0.09469697,-0.038636364,0.55227274,nan,0
3107901896,3107900978,396825,0.09015151,-0.043939393,0.5462121,nan,0
3108904481,3108903562,396825,0.07272727,-0.04242424,0.5265151,nan,0
3109907832,3109906912,396825,0.076515146,-0.044696968,0.5234848,nan,0
3110910305,3110909370,396825,0.0810606,-0.037878785,0.51969695,nan,0
3111912706,3111911786,396825,0.087878786,-0.034090906,0.5265151,nan,0
3112894195,3112893276,396825,0.07424242,-0.040151514,0.5007576,nan,0
3113895735,3113894812,396825,0.07121212,-0.037878785,0.5280303,nan,0
3114897845,3114896921,396825,0.089393936,-0.029545454,0.51363635,nan,0
3115900885,3115899966,396825,0.09621212,-0.034848485,0.54090905,nan,0
3116903318,3116902400,396825,0.08712121,-0.041666664,0.54090905,nan,0
3117905524,3117904602,396825,0.07727273,-0.043939393,0.5234848,nan,0
3118907492,3118906573,396825,0.076515146,-0.04242424,0.5234848,nan,0
3119910115,3119909160,396825,0.087878786,-0.034090906,0.5212121,nan,0
3120913141,3120912222,396825,0.08181818,-0.03939394,0.5265151,nan,0
3121916045,3121915127,396825,0.08257575,-0.043939393,0.5325757,nan,0
3122897429,3122896510,396825,0.090909086,-0.037878785,0.5507576,nan,0
3123900380,3123899461,396825,0.0780303,-0.04090909,0.5181818,nan,0
3124901908,3124900989,396825,0.09318182,-0.03939394,0.5424242,nan,0
3125904610,3125903691,396825,0.09015151,-0.043181818,0.53787875,nan,0
3126907202,3126906284,396825,0.07272727,-0.046969697,0.52272725,nan,0
3127909488,3127908566,396825,0.07424242,-0.037878785,0.5068182,nan,0
3128912301,3128911382,396825,0.089393936,-0.03030303,0.5151515,nan,0
3129914801,3129913875,396825,0.09166666,-0.037878785,0.5462121,nan,0
3130896143,3130895224,396825,0.090909086,-0.041666664,0.5537879,nan,0
3131898841,3131897922,396825,0.0810606,-0.045454543,0.5424242,nan,0
3132901070,3132900148,396825,0.06969697,-0.043181818,0.5068182,nan,0
3133904174,3133903255,396825,0.087878786,-0.03181818,0.5212121,nan,0
3134907064,3134906143,396825,0.090909086,-0.038636364,0.5492424,nan,0
3135909903,3135908984,396825,0.076515146,-0.050757576,0.53787875,nan,0
3136912573,3136911654,396825,0.0810606,-0.029545454,0.5098485,nan,0
3137893809,3137892889,396825,0.07727273,-0.034090906,0.5068182,nan,0
3138896205,3138895285,396825,0.087878786,-0.031060604,0.5454545,nan,0
3139899036,3139898117,396825,0.07954545,-0.04242424,0.5310606,nan,0
3140901306,3140900380,396825,0.07954545,-0.041666664,0.5212121,nan,0
3141904402,3141903482,396825,0.09469697,-0.032575756,0.5340909,nan,0
3142906954,3142906035,396825,0.07121212,-0.04242424,0.5325757,nan,0
3143908563,3143907614,396825,0.07272727,-0.041666664,0.51363635,nan,0
3144911037,3144910118,396825,0.092424236,-0.029545454,0.5310606,nan,0
3145913728,3145912809,396825,0.08560606,-0.03939394,0.53484845,nan,0
3146916828,3146915909,396825,0.07878788,-0.038636364,0.51363635,nan,0
3147897730,3147896812,396825,0.06666666,-0.041666664,0.51363635,nan,0
3148900298,3148899378,396825,0.08863636,-0.03030303,0.5265151,nan,0
3149903320,3149902399,396825,0.089393936,-0.04090909,0.53787875,nan,0
3150906131,3150905196,396825,0.07727273,-0.043939393,0.5098485,nan,0
3151908513,3151907594,396825,0.0840909,-0.031060604,0.5280303,nan,0
3152911292,3152910341,396825,0.086363636,-0.045454543,0.5537879,nan,0
3153913641,3153912722,396825,0.070454545,-0.045454543,0.5113636,nan,0
3154894763,3154893844,396825,0.068939395,-0.04090909,0.49848482,nan,0
3155897984,3155897066,396825,0.087878786,-0.03333333,0.5310606,nan,0
3156900512,3156899582,396825,0.08560606,-0.04242424,0.5424242,nan,0
3157903597,3157902647,396825,0.071969695,-0.041666664,0.5068182,nan,0
3158905814,3158904896,396825,0.08863636,-0.032575756,0.5340909,nan,0
3159908514,3159907568,396825,0.086363636,-0.037878785,0.53787875,nan,0
3160911705,3160910787,396825,0.07727273,-0.046212118,0.5310606,nan,0
3161913869,3161912940,396825,0.090909086,-0.036363635,0.54393935,nan,0
3162895384,3162894299,396825,0.090909086,-0.031060604,0.5265151,nan,0
3163898236,3163897119,396825,0.086363636,-0.041666664,0.5492424,nan,0
3164900931,3164900012,396825,0.0810606,-0.03560606,0.5068182,nan,0
3165904081,3165903099,396825,0.09015151,-0.043939393,0.55757576,nan,0
3166906711,3166905790,396825,0.073484845,-0.046969697,0.52272725,nan,0
3167909553,3167908634,396825,0.08712121,-0.032575756,0.5234848,nan,0
3168912471,3168911553,396825,0.087878786,-0.043181818,0.54393935,nan,0
3169914745,3169913827,396825,0.07954545,-0.041666664,0.5121212,nan,0
3170896062,3170895119,396825,0.073484845,-0.041666664,0.5121212,nan,0
3171898806,3171897882,396825,0.092424236,-0.034090906,0.5454545,nan,0
3172901137,3172900188,396825,0.07121212,-0.03939394,0.51363635,nan,0
3173903907,3173902987,396825,0.09772727,-0.052272726,0.5689394,nan,0
3174906597,3174905610,396825,0.08030303,-0.04090909,0.5121212,nan,0
3175909145,3175908226,396825,0.09166666,-0.025757575,0.5037879,nan,0
3176911399,3176910460,396825,0.06818181,-0.04242424,0.5507576,nan,0
3177913847,3177912919,396825,0.0780303,-0.04090909,0.55530304,nan,0
3178894722,3178893804,396825,0.08030303,-0.05530303,0.5719697,nan,0
3179896909,3179895991,396825,0.068939395,-0.05530303,0.56363636,nan,0
3180898596,3180897678,396825,0.074999996,-0.06363636,0.5681818,nan,0
3181901730,3181900812,396825,0.07121212,-0.05909091,0.580303,nan,0
3182904298,3182903379,396825,0.06363636,-0.038636364,0.5280303,nan,0
3183907119,3183906195,396825,0.07575757,-0.0530303,0.57348484,nan,0
3184910301,3184909376,396825,0.07424242,-0.045454543,0.54393935,nan,0
3185912784,3185911805,396825,0.07575757,-0.05530303,0.575,nan,0
3186915437,3186914519,396825,0.06212121,-0.043939393,0.5295454,nan,0
3187896110,3187895192,396825,0.07727273,-0.056060605,0.5651515,nan,0
3188898868,3188897950,396825,0.06515151,-0.057575755,0.57954544,nan,0
3189901928,3189901008,396825,0.0840909,-0.040151514,0.5537879,nan,0
3190904601,3190903682,396825,0.06439394,-0.057575755,0.5651515,nan,0
3191907495,3191906576,396825,0.08560606,-0.06212121,0.60075754,nan,0
3192910381,3192909463,396825,0.08181818,-0.053787876,0.57954544,nan,0
3193912263,3193911343,396825,0.0780303,-0.05833333,0.58181816,nan,0
3194893427,3194892508,396825,0.08257575,-0.048484847,0.5863636,nan,0
3195896623,3195895704,396825,0.08712121,-0.061363634,0.5931818,nan,0
3196899115,3196898196,396825,0.06212121,-0.05681818,0.5363636,nan,0
3197901466,3197900546,396825,0.07878788,-0.049999997,0.5833333,nan,0
3198903829,3198902910,396825,0.06515151,-0.05681818,0.55227274,nan,0
3199906134,3199905177,396825,0.07954545,-0.046212118,0.56060606,nan,0
3200908876,3200907958,396825,0.06363636,-0.05909091,0.5537879,nan,0
3201911384,3201910459,396825,0.0810606,-0.038636364,0.5568182,nan,0
3202914514,3202913561,396825,0.06666666,-0.05833333,0.5537879,nan,0
3203895682,3203894712,396825,0.0780303,-0.043939393,0.57045454,nan,0
3204898190,3204897266,396825,0.08560606,-0.04090909,0.5590909,nan,0
3205900692,3205899774,396825,0.0780303,-0.04090909,0.5568182,nan,0
3206902958,3206902039,396825,0.06969697,-0.043939393,0.5310606,nan,0
3207905153,3207904225,396825,0.068939395,-0.048484847,0.5363636,nan,0
3208907480,3208906490,396825,0.06212121,-0.05530303,0.54090905,nan,0
3209909757,3209908838,396825,0.07121212,-0.0530303,0.5507576,nan,0
3210912887,3210911912,396825,0.076515146,-0.05530303,0.58181816,nan,0
3211915099,3211914180,396825,0.08484848,-0.049999997,0.58787876,nan,0
3212917570,3212916651,396825,0.07575757,-0.04090909,0.54090905,nan,0
3213898917,3213897998,396825,0.07954545,-0.052272726,0.56060606,nan,0
3214901678,3214900579,396825,0.07878788,-0.049242422,0.56363636,nan,0
3215904518,3215903572,396825,0.0810606,-0.040151514,0.5537879,nan,0
3216907391,3216906471,396825,0.07272727,-0.043181818,0.5424242,nan,0
3217909523,3217908598,396825,0.057575755,-0.054545455,0.5310606,nan,0
3218912598,3218911679,396825,0.07727273,-0.0530303,0.57045454,nan,0
3219914222,3219913295,396825,0.076515146,-0.049242422,0.580303,nan,0
3220894957,3220894039,396825,0.073484845,-0.06515151,0.5780303,nan,0
3221898046,3221897126,396825,0.071969695,-0.073484845,0.60606056,nan,0
3222900613,3222899665,396825,0.0780303,-0.06212121,0.56666666,nan,0
3223903036,3223902118,396825,0.076515146,-0.06969697,0.60303026,nan,0
3224906109,3224905012,396825,0.08712121,-0.06515151,0.60606056,nan,0
3225908656,3225907734,396825,0.0810606,-0.061363634,0.5780303,nan,0
3226910931,3226910012,396825,0.1060606,-0.050757576,0.59090906,nan,0
3227913402,3227912400,396825,0.045454543,-0.10378788,0.610606,nan,0
3228894601,3228893683,396825,0.10378788,-0.02121212,0.5568182,nan,0
3229897081,3229896162,396825,0.022727272,0.06212121,0.59090906,nan,0
3230898968,3230898050,396825,0.017424243,0.029545454,0.5689394,nan,0
3231901054,3231900135,396825,-0.020454545,0.036363635,0.60606056,nan,0
3232903851,3232902914,396825,0.00075757573,0.032575756,0.5833333,nan,0
3233906491,3233905572,396825,0.05833333,-0.011363636,0.56666666,nan,0
3234909523,3234908603,396825,0.05530303,-0.00530303,0.60909086,nan,0
3235911830,3235910912,396825,0.070454545,0.0037878787,0.5863636,nan,0
3236914293,3236913374,396825,0.050757576,-0.0045454544,0.5863636,nan,0
3237895348,3237894430,396825,0.061363634,0.061363634,0.5833333,nan,0
3238897807,3238896881,396825,0.10227273,-0.031060604,0.59166664,nan,0
3239900037,3239899118,396825,0.09924242,0.008333333,0.57045454,nan,0
3240903130,3240902186,396825,0.1030303,0.052272726,0.5507576,nan,0
3241905307,3241904383,396825,0.036363635,0.10227273,0.5507576,nan,0
3242908484,3242907523,396825,0.12575758,-0.040151514,0.5325757,nan,0
3243910907,3243909987,396825,0.111363634,-0.16666666,0.55227274,nan,0
