timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
3050558886,3050557920,396825,0.20449479,0.023831468,0.3948029,3
3051006610,3051005620,396825,0.19415215,0.011794649,0.39510667,3
3051454962,3051453988,396825,0.19797868,0.010443736,0.4174711,3
3052052131,3052051168,396825,0.18939799,0.010635324,0.40816218,3
3052500112,3052499118,396825,0.21032852,0.015154738,0.42559066,3
3052948450,3052947485,396825,0.21180436,0.021091651,0.42334756,3
3053545392,3053544431,396825,0.20940995,0.024055237,0.42292327,3
3053993273,3053992309,396825,0.2055219,0.024932906,0.39604038,3
3054569631,3054515182,396825,0.20256126,0.016779799,0.40995666,3
3055038868,3055037906,396825,0.20080487,0.018097306,0.39527786,3
3055486790,3055485794,396825,0.19349857,0.011878481,0.4067214,3
3056062783,3056008485,396825,0.20252143,0.018205486,0.4090398,3
3056531847,3056530884,396825,0.19514543,0.011791766,0.4264562,3
3056979570,3056978603,396825,0.21626504,0.020412758,0.4259562,3
3057555984,3057501678,396825,0.20111571,0.01790304,0.40741867,3
3058024691,3058023727,396825,0.21146512,0.023772893,0.4142753,3
3058472994,3058471993,396825,0.19553399,0.017527772,0.38320386,3
3059070382,3059069420,396825,0.20276682,0.02189387,0.39706108,3
3059518180,3059517217,396825,0.18683934,0.011565059,0.39742747,3
3059966359,3059965395,396825,0.19729269,0.012532817,0.42156023,3
3060564232,3060563259,396825,0.18928227,0.0093717445,0.39858884,3
3061012198,3061011236,396825,0.20450342,0.013226677,0.42161936,3
3061459970,3061458969,396825,0.21481606,0.023349829,0.4120049,3
3062057708,3062056569,396825,0.21300128,0.021159291,0.43324566,3
3062505481,3062504490,396825,0.20334542,0.023434926,0.3973574,3
3062953463,3062952461,396825,0.18324585,0.014681343,0.39087301,3
3063551303,3063550120,396825,0.19783872,0.014937399,0.3887913,3
3063998977,3063997989,396825,0.19055066,0.01209091,0.40274346,3
3064446796,3064445832,396825,0.2107755,0.014128914,0.44534597,3
3065044246,3065043272,396825,0.20350236,0.013334813,0.41638157,3
3065491678,3065490712,396825,0.21384072,0.023155937,0.41733813,3
3066068085,3066013525,396825,0.20019457,0.018891612,0.4082098,3
3066537222,3066536219,396825,0.20638546,0.023586093,0.39918435,3
3066985211,3066984249,396825,0.19284382,0.014140865,0.38053936,3
3067561645,3067507177,396825,0.19935384,0.011632949,0.4183933,3
3068030969,3068029912,396825,0.18865497,0.013107546,0.3981759,3
3068478480,3068477519,396825,0.20956957,0.014197383,0.42587188,3
3069054884,3069000523,396825,0.20521498,0.015799675,0.4070022,3
3069523751,3069522789,396825,0.20485295,0.020238398,0.4249115,3
3069971870,3069970873,396825,0.2050598,0.019970195,0.41559425,3
3070569307,3070568344,396825,0.21147388,0.023750026,0.40257478,3
3071017590,3071016627,396825,0.19691029,0.017454047,0.39840776,3
3071465464,3071464502,396825,0.18567365,0.009668617,0.39482662,3
3072062857,3072061896,396825,0.192298,0.012295332,0.3858289,3
3072510897,3072509888,396825,0.20673016,0.01304061,0.41492882,3
3072958737,3072957754,396825,0.21219549,0.019406592,0.41847098,3
3073555849,3073554889,396825,0.21460006,0.012337061,0.4375175,3
3074003858,3074002897,396825,0.20663956,0.021529963,0.3945319,3
3074452085,3074451067,396825,0.18074617,0.017170172,0.38499302,3
3075049418,3075048455,396825,0.18973175,0.013571572,0.38175237,3
3075497280,3075496128,396825,0.1929181,0.010939427,0.41332752,3
3076072737,3076018602,396825,0.2024867,0.013388704,0.41464728,3
3076542303,3076541342,396825,0.20894061,0.018391822,0.42750892,3
3076989826,3076988826,396825,0.21449234,0.026060056,0.41486153,3
3077565773,3077511658,396825,0.20148282,0.017768495,0.4045297,3
3078035384,3078034422,396825,0.20724373,0.023457551,0.403969,3
3078483322,3078482359,396825,0.18958737,0.015257666,0.389103,3
3079058968,3079004666,396825,0.20048788,0.019070936,0.4095313,3
3079528624,3079527581,396825,0.18978836,0.009015726,0.40260497,3
3079977076,3079975193,396825,0.2059502,0.009270584,0.42169994,3
3080573431,3080572468,396825,0.20751962,0.013892651,0.42853025,3
3081021772,3081020810,396825,0.21301316,0.0234306,0.4188194,3
3081469571,3081468609,396825,0.201736,0.023723735,0.3912922,3
3082067271,3082066304,396825,0.20584723,0.022609092,0.40250033,3
3082515261,3082514266,396825,0.18898275,0.012790136,0.3937652,3
3082963153,3082962185,396825,0.20352678,0.0210317,0.422844,3
3083560838,3083559653,396825,0.20448181,0.013678692,0.41935062,3
3084008560,3084007568,396825,0.20999524,0.022739045,0.41249788,3
3084456530,3084455539,396825,0.19463813,0.02084033,0.39323854,3
3085054148,3085053188,396825,0.19241351,0.01666878,0.38924485,3
3085502092,3085501119,396825,0.19741568,0.008826917,0.4096337,3
3085950086,3085949119,396825,0.21010868,0.022665132,0.4124313,3
3086547393,3086546429,396825,0.20849806,0.019901378,0.4354797,3
3086995256,3086994252,396825,0.19734076,0.021581948,0.38676298,3
3087570959,3087516735,396825,0.20223074,0.018184362,0.40739328,3
3088040683,3088039720,396825,0.19174609,0.01690511,0.39835316,3
3088488378,3088487412,396825,0.20134982,0.024418874,0.4266628,3
3089064265,3089009832,396825,0.20293957,0.018098865,0.40745723,3
3089533692,3089532715,396825,0.20975974,0.023692265,0.4016199,3
3089981911,3089980950,396825,0.18950988,0.019599307,0.38929385,3
3090557650,3090503401,396825,0.20133582,0.018928057,0.40536055,3
3091027189,3091026213,396825,0.20692001,0.012340341,0.4237485,3
3091476073,3091474524,396825,0.21242958,0.023672756,0.40929723,3
3092072671,3092071499,396825,0.2133202,0.015740199,0.43313444,3
3092521076,3092520013,396825,0.19484013,0.015484825,0.39346677,3
3092968794,3092967826,396825,0.19485977,0.0052997656,0.41082227,3
3093566003,3093565038,396825,0.19952354,0.010952638,0.42129177,3
3094014349,3094013387,396825,0.21139036,0.021493863,0.42242542,3
3094462160,3094461196,396825,0.20737901,0.025491936,0.39588517,3
3095059190,3095058228,396825,0.20922545,0.02069168,0.40169668,3
3095507527,3095506566,396825,0.19807844,0.012099987,0.40501723,3
3095955525,3095954484,396825,0.20362535,0.012921421,0.41997814,3
3096552788,3096551819,396825,0.1988379,0.014774019,0.40815634,3
3097001002,3097000039,396825,0.21490681,0.019630753,0.42066985,3
3097449083,3097448062,396825,0.20039134,0.021663252,0.39545017,3
3098045963,3098044958,396825,0.19466256,0.020272901,0.3819218,3
3098494168,3098493208,396825,0.18021256,0.0081699155,0.4005743,3
3099069919,3099015655,396825,0.20520376,0.016277509,0.41113704,3
3099539162,3099538176,396825,0.21542628,0.022140505,0.43032786,3
3099987380,3099986416,396825,0.2090238,0.024637291,0.40375236,3
3100563086,3100508755,396825,0.20325208,0.016575929,0.41114426,3
3101032120,3101031159,396825,0.19886771,0.0057291333,0.41029948,3
3101480931,3101479964,396825,0.19789638,0.013240244,0.39622852,3
3102056657,3102002420,396825,0.20329353,0.017368693,0.40978035,3
3102525432,3102524469,396825,0.21314815,0.018044267,0.42067882,3
3102974028,3102973035,396825,0.19711557,0.015119001,0.41890597,3
3103570862,3103569899,396825,0.19915232,0.0063290168,0.40306646,3
3104018874,3104017912,396825,0.19890097,0.006643828,0.4258939,3
3104467449,3104466460,396825,0.2061486,0.014066227,0.42516294,3
3105064430,3105063470,396825,0.20784435,0.01517274,0.41458791,3
3105512485,3105511516,396825,0.21166262,0.021124573,0.42723545,3
3105960890,3105959845,396825,0.2141836,0.022319091,0.40469158,3
3106557684,3106556723,396825,0.21166983,0.02206714,0.4152287,3
3107005663,3107004700,396825,0.19893406,0.017701397,0.39351428,3
3107453968,3107453005,396825,0.19657221,0.010127293,0.40073812,3
3108051255,3108050238,396825,0.19015057,0.011618288,0.38538605,3
3108499789,3108498239,396825,0.20551819,0.0060336795,0.427273,3
3108947528,3108946565,396825,0.21005774,0.020185132,0.4181531,3
3109545016,3109544051,396825,0.21802685,0.02520282,0.42286098,3
3109992826,3109991856,396825,0.20273739,0.023739673,0.40001154,3
3110569040,3110514642,396825,0.20403096,0.018622113,0.40699977,3
3111038509,3111037447,396825,0.19646707,0.013965394,0.39345092,3
3111486098,3111485130,396825,0.19486679,0.00999975,0.40505058,3
3112062355,3112007852,396825,0.20657882,0.018081814,0.40805614,3
3112531110,3112530143,396825,0.2044025,0.0140067525,0.4223863,3
3112979240,3112978259,396825,0.21479648,0.020962268,0.42446268,3
3113555160,3113500572,396825,0.20272502,0.018449701,0.40880948,3
3114023674,3114022682,396825,0.19221735,0.016112993,0.39786124,3
3114471334,3114470373,396825,0.19244948,0.008429762,0.4048357,3
3115068704,3115067742,396825,0.19727299,0.011895489,0.4094301,3
3115516658,3115515696,396825,0.20676488,0.016677558,0.41911358,3
3115964828,3115963705,396825,0.21558514,0.024745187,0.41699743,3
3116562317,3116561272,396825,0.20766649,0.012822464,0.42503512,3
3117010121,3117008963,396825,0.20923726,0.020538758,0.411613,3
3117457485,3117456521,396825,0.20039427,0.015801989,0.39487135,3
3118054734,3118053773,396825,0.19053258,0.016712658,0.38726178,3
3118502231,3118501268,396825,0.1917031,0.009193512,0.40192473,3
3118949984,3118949022,396825,0.19719827,0.013082119,0.4172252,3
3119547734,3119546689,396825,0.20230025,0.015126981,0.40952614,3
3119995486,3119994526,396825,0.21310963,0.01600863,0.43679115,3
3120572030,3120517563,396825,0.20323026,0.013223516,0.41649777,3
3121041116,3121040139,396825,0.20899421,0.012290286,0.43011823,3
3121489361,3121488400,396825,0.21133745,0.023486583,0.40718305,3
3122065614,3122011129,396825,0.20285688,0.01644117,0.41288096,3
3122534985,3122533937,396825,0.19138224,0.010853276,0.39248717,3
3122983162,3122982037,396825,0.18981981,0.011226926,0.3896715,3
3123559133,3123504723,396825,0.20500547,0.01823508,0.40783036,3
3124028226,3124027258,396825,0.19746014,0.017427208,0.37999398,3
3124475759,3124474735,396825,0.19284177,0.011802528,0.40773484,3
3125072772,3125071730,396825,0.19176117,0.010906573,0.39120895,3
3125520538,3125519575,396825,0.20163955,0.007412579,0.41620007,3
3125968331,3125967366,396825,0.20867203,0.018915016,0.42514658,3
3126566093,3126564875,396825,0.2045326,0.018175157,0.4237898,3
3127013887,3127012901,396825,0.21608311,0.02503353,0.41951773,3
3127461838,3127460744,396825,0.20477879,0.025541456,0.4011581,3
3128059005,3128058044,396825,0.21056025,0.022476368,0.41215774,3
3128506924,3128505924,396825,0.20403749,0.020841662,0.40048295,3
3128954807,3128953844,396825,0.19216111,0.018060727,0.38607323,3
3129552497,3129551535,396825,0.18506284,0.015823899,0.38728666,3
3130000399,3129999436,396825,0.18669483,0.01443205,0.40122592,3
3130448383,3130447420,396825,0.20542023,0.011982886,0.4305352,3
3131045774,3131044812,396825,0.20280936,0.012921119,0.41719943,3
3131493315,3131492343,396825,0.21483193,0.02418797,0.43166268,3
3132069347,3132015204,396825,0.20235729,0.02106459,0.40377647,3
3132538555,3132537594,396825,0.21263923,0.022104954,0.4194361,3
3132986689,3132985680,396825,0.20120652,0.025959963,0.40356892,3
3133562313,3133508223,396825,0.20310113,0.018214105,0.40715617,3
3134031959,3134030997,396825,0.20032726,0.030281601,0.39489514,3
3134480229,3134479265,396825,0.19088732,0.016324317,0.377899,3
3135056465,3135002157,396825,0.2036839,0.018569928,0.40720057,3
3135525773,3135524811,396825,0.19086419,0.016701402,0.39490157,3
3135974022,3135973061,396825,0.1916708,0.012651881,0.4065436,3
3136571284,3136570325,396825,0.1925917,0.011519615,0.39718777,3
3137019262,3137018296,396825,0.19164869,0.0141456295,0.40665114,3
3137467386,3137466425,396825,0.2054029,0.015151592,0.42514417,3
3138064540,3138063578,396825,0.2005464,0.019810032,0.411479,3
3138512448,3138511454,396825,0.20700318,0.016576042,0.43880317,3
3138960929,3138959360,396825,0.21735366,0.024751356,0.4247778,3
3139557920,3139556957,396825,0.20686732,0.022557657,0.43021005,3
3140005779,3140004636,396825,0.21424809,0.023295447,0.42455655,3
3140453598,3140452610,396825,0.20763601,0.024752056,0.39437136,3
3141050934,3141049970,396825,0.21311322,0.027725734,0.41450328,3
3141498813,3141497852,396825,0.2060247,0.02683494,0.3916656,3
3141946897,3141945931,396825,0.19720154,0.018763004,0.38593444,3
3142544434,3142543472,396825,0.20695716,0.022666257,0.39547938,3
3142992387,3142991425,396825,0.1949018,0.015346002,0.39613068,3
3143567689,3143513485,396825,0.20343652,0.020015592,0.40528724,3
3144036800,3144035830,396825,0.19251235,0.01520624,0.38685167,3
3144484505,3144483496,396825,0.19344816,0.009067992,0.4003419,3
3145060225,3145006053,396825,0.20336962,0.019746821,0.40471566,3
3145529774,3145528812,396825,0.1999911,0.010779809,0.41041255,3
3145977866,3145976904,396825,0.20706704,0.016621785,0.42380232,3
3146553829,3146499561,396825,0.20173095,0.016129777,0.4045523,3
3147023408,3147022446,396825,0.20711036,0.014914172,0.40952924,3
3147471332,3147470342,396825,0.2142171,0.022579735,0.43154037,3
3148068225,3148067262,396825,0.21425942,0.023452163,0.42593288,3
3148516632,3148515670,396825,0.21426359,0.02703247,0.4171124,3
3148964575,3148963614,396825,0.2054625,0.027966842,0.3895954,3
3149561836,3149560811,396825,0.21845837,0.022246113,0.43004167,3
3150010116,3150009143,396825,0.20873907,0.025206422,0.399927,3
3150458154,3150457193,396825,0.19571602,0.02060919,0.39037478,3
3151055589,3151054527,396825,0.20125733,0.02459621,0.40002364,3
3151503820,3151502859,396825,0.19569945,0.021299351,0.38339475,3
3151951399,3151950435,396825,0.18373676,0.008609859,0.39701992,3
3152548208,3152547245,396825,0.19906135,0.017452404,0.39005846,3
3152997569,3152995733,396825,0.19595933,0.016229987,0.38567817,3
3153572717,3153518386,396825,0.20501459,0.019630758,0.4047864,3
3154041583,3154040589,396825,0.19276398,0.011432845,0.3894921,3
3154490097,3154489129,396825,0.19849932,0.009505523,0.40761626,3
3155065779,3155011516,396825,0.20183294,0.018676624,0.4077607,3
3155535142,3155534042,396825,0.20225465,0.015054729,0.4096371,3
3155983449,3155982432,396825,0.21021739,0.020343233,0.42431596,3
3156559369,3156505119,396825,0.20278761,0.018674202,0.40602693,3
3157028531,3157027564,396825,0.21107134,0.016477557,0.41757867,3
3157476979,3157475981,396825,0.20939931,0.01859189,0.4220237,3
3158052907,3157998607,396825,0.20130596,0.018705122,0.408259,3
3158522349,3158520868,396825,0.21654831,0.024977094,0.42621595,3
3158970098,3158969131,396825,0.20852402,0.029354068,0.40188277,3
3159567395,3159566411,396825,0.2175467,0.024182174,0.41972926,3
3160015087,3160014119,396825,0.20634127,0.022747409,0.4047575,3
3160463676,3160462713,396825,0.20077978,0.019144148,0.39809188,3
3161061132,3161060125,396825,0.20961829,0.025695823,0.4037013,3
3161508638,3161507645,396825,0.19839312,0.01817118,0.38880464,3
3161956777,3161955807,396825,0.19037417,0.011855561,0.38537547,3
3162553778,3162552817,396825,0.2015298,0.01841678,0.39808232,3
3163002109,3163001118,396825,0.19513126,0.014311142,0.40826142,3
3163450365,3163449403,396825,0.19925359,0.015367586,0.39774972,3
3164047315,3164046352,396825,0.19113396,0.014243394,0.3856246,3
3164495440,3164494436,396825,0.18461204,0.01238087,0.39468646,3
3165071903,3165017467,396825,0.20500186,0.018681621,0.40673694,3
3165541137,3165540142,396825,0.19911745,0.01454333,0.39619225,3
3165989139,3165988128,396825,0.20400482,0.01281078,0.41582945,3
3166565492,3166511194,396825,0.20471665,0.020162005,0.40782547,3
3167034677,3167033690,396825,0.1878272,0.010945322,0.40361655,3
3167482838,3167481874,396825,0.20400214,0.009561719,0.42188573,3
3168059311,3168004784,396825,0.20494747,0.019094072,0.40694666,3
3168528371,3168527383,396825,0.20151404,0.0147918705,0.41322854,3
3168976260,3168975288,396825,0.21349883,0.021125492,0.4245016,3
3169552255,3169497924,396825,0.20271963,0.019449132,0.40586743,3
3170021577,3170020602,396825,0.20556216,0.013498681,0.41608772,3
3170469314,3170468346,396825,0.21512899,0.019062983,0.42576385,3
3171067067,3171066034,396825,0.20261824,0.011731852,0.43203077,3
3171514907,3171513947,396825,0.21069765,0.02000092,0.42648646,3
3171962538,3171961575,396825,0.20112966,0.02867111,0.41285938,3
3172560268,3172559219,396825,0.20264336,0.010158537,0.4278039,3
3173007847,3173006855,396825,0.21101901,0.020385604,0.41828227,3
3173455762,3173454800,396825,0.20907195,0.026672887,0.42167246,3
3174052919,3174051956,396825,0.20290554,0.006274216,0.4455247,3
3174501023,3174500034,396825,0.21019411,0.030073501,0.40856212,3
3174949121,3174948159,396825,0.22482464,0.030154625,0.40439087,3
3175546428,3175545461,396825,0.20866275,0.014499493,0.41222107,3
3175994599,3175993569,396825,0.21084113,0.02332365,0.4158567,3
3176570249,3176515870,396825,0.20503879,0.021158963,0.39793706,3
3177039362,3177038398,396825,0.19912106,0.0127391685,0.42197496,3
3177487142,3177486180,396825,0.19736952,0.01952356,0.423082,3
3178063432,3178009031,396825,0.18890485,0.012963118,0.4228824,3
3178532223,3178531259,396825,0.18659608,0.0047931094,0.44243243,3
3178980234,3178979118,396825,0.18854758,-0.0014101751,0.4538222,3
3179555766,3179501361,396825,0.18305287,0.010543529,0.4287463,3
3180024821,3180023825,396825,0.18695122,0.0075695887,0.4388125,3
3180472402,3180471443,396825,0.20916703,0.014762048,0.4457392,3
3181069632,3181068532,396825,0.18483119,0.004524069,0.43679345,3
3181517624,3181516664,396825,0.1839698,0.006443316,0.44111812,3
3181965441,3181964480,396825,0.19140725,0.0039657094,0.4537448,3
3182563009,3182562024,396825,0.17864889,0.007150529,0.41708463,3
3183010910,3183009949,396825,0.18576461,0.004481042,0.4290262,3
3183459008,3183458041,396825,0.18519394,0.0054362062,0.43135953,3
3184056902,3184055861,396825,0.17170466,0.010877073,0.41144824,3
3184504848,3184503885,396825,0.17206804,0.004761733,0.4099387,3
3184952808,3184951847,396825,0.17772557,-0.0011739954,0.4263656,3
3185550406,3185549445,396825,0.1858633,0.009884058,0.411501,3
3185998144,3185997183,396825,0.18278511,0.0070489366,0.4189782,3
3186446035,3186445065,396825,0.1814239,0.0023075454,0.4172538,3
3187043414,3187042452,396825,0.18099385,0.011204304,0.4154973,3
3187491203,3187490230,396825,0.17866714,-0.007042188,0.44288337,3
3188066815,3188012634,396825,0.18815929,0.00994168,0.4350226,3
3188536450,3188535490,396825,0.18921822,0.013274953,0.41617376,3
3188984428,3188983466,396825,0.18526174,0.0068182256,0.42613685,3
3189560415,3189506150,396825,0.18932328,0.012841368,0.4294451,3
3190029958,3190028990,396825,0.19469804,0.019492589,0.43168133,3
3190478027,3190477066,396825,0.19220121,0.016254056,0.43628037,3
3191053979,3190999698,396825,0.19089459,0.005912386,0.45469996,3
3191523658,3191522697,396825,0.19800389,0.007585915,0.48206958,3
3191971612,3191970650,396825,0.19107743,-0.0026362687,0.4583637,3
3192569372,3192568407,396825,0.1942395,0.002101194,0.46027246,3
3193017170,3193016209,396825,0.19411774,0.008115649,0.46582615,3
3193464830,3193463869,396825,0.17914265,0.0019786507,0.4149206,3
3194061699,3194060737,396825,0.19361466,0.011062618,0.42520714,3
3194509961,3194508997,396825,0.1788885,0.0025726445,0.4272679,3
3194958159,3194956890,396825,0.17960702,0.0016462319,0.46680617,3
3195555276,3195554306,396825,0.20067239,0.009008056,0.45526686,3
3196003492,3196002491,396825,0.19976732,0.014013352,0.4522255,3
3196451466,3196450342,396825,0.18530157,0.0067795776,0.43317246,3
3197048549,3197047550,396825,0.1958082,0.0011839755,0.46021718,3
3197496124,3197495163,396825,0.19981195,0.0069970526,0.46569073,3
3198071769,3198017595,396825,0.18376946,0.004958914,0.44050726,3
3198541371,3198540372,396825,0.18627799,0.0033219121,0.43134904,3
3198989178,3198988214,396825,0.17892613,0.0048292466,0.4301257,3
3199564801,3199510538,396825,0.18753646,0.011570139,0.4291509,3
3200034423,3200033461,396825,0.18521966,0.0046471227,0.44356364,3
3200482985,3200481417,396825,0.18669993,0.015822422,0.420659,3
3201058384,3201003951,396825,0.1863366,0.01062057,0.43424213,3
3201527865,3201526750,396825,0.17043638,0.0009570457,0.4207435,3
3201975524,3201974563,396825,0.19847985,0.016510488,0.4420249,3
3202572516,3202571553,396825,0.18003695,0.015790578,0.41148216,3
3203021236,3203020272,396825,0.19766572,0.019061632,0.44368926,3
3203469029,3203468064,396825,0.19051279,0.010379514,0.44636595,3
3204066097,3204065117,396825,0.17669874,0.012799347,0.40989515,3
3204514539,3204513576,396825,0.1951698,0.018310934,0.43517554,3
3204962305,3204961342,396825,0.19901402,0.02045996,0.44111902,3
3205559201,3205558213,396825,0.17449737,-0.007125791,0.41567028,3
3206007420,3206006308,396825,0.17326185,0.0071048513,0.41222584,3
3206455179,3206454219,396825,0.17722222,0.008709259,0.4202162,3
3207052166,3207051179,396825,0.19574265,0.011624383,0.44169986,3
3207500350,3207499387,396825,0.19007942,0.009188496,0.43869597,3
3207948084,3207947118,396825,0.1812534,0.003844276,0.43677282,3
3208544861,3208543900,396825,0.18846133,0.016024541,0.41670933,3
3208992841,3208991878,396825,0.18684083,0.014666218,0.42435443,3
3209568530,3209514239,396825,0.18361484,0.011545884,0.43608078,3
3210037700,3210036707,396825,0.18129103,0.0059842207,0.4334383,3
3210486048,3210485054,396825,0.17482387,0.0047493987,0.42766237,3
3211062133,3211007789,396825,0.18365562,0.010368994,0.42787147,3
3211531231,3211530242,396825,0.19587713,0.019153386,0.4383592,3
3211979421,3211978458,396825,0.19909282,0.019570066,0.442584,3
3212554997,3212500734,396825,0.18311888,0.011839162,0.42874905,3
3213024130,3213023167,396825,0.17445184,0.0047465134,0.42261815,3
3213472407,3213471441,396825,0.17369018,0.0070266686,0.4093846,3
3214069212,3214068247,396825,0.19696924,0.010493798,0.45214015,3
3214517540,3214516536,396825,0.1935972,0.016598811,0.43787324,3
3214965832,3214964868,396825,0.19525617,0.008919464,0.45834762,3
3215563274,3215562117,396825,0.17916405,0.0063114297,0.41855258,3
3216011092,3216010125,396825,0.17489998,0.014615016,0.40317664,3
3216459518,3216458555,396825,0.17720506,0.015446939,0.41820264,3
3217057459,3217055599,396825,0.19714043,0.017256461,0.44534838,3
3217504276,3217503124,396825,0.19650719,0.014085412,0.44363317,3
3217952494,3217951533,396825,0.18661425,0.017739393,0.4399312,3
3218549532,3218548571,396825,0.17708185,0.002890518,0.4229875,3
3218997621,3218996660,396825,0.18244389,0.0151192695,0.43068242,3
3219573310,3219518999,396825,0.18565536,0.01091232,0.43789396,3
3220042124,3220041134,396825,0.19552106,0.008887783,0.46612233,3
3220489970,3220489009,396825,0.19250697,-0.00039433688,0.4715119,3
3221065959,3221011496,396825,0.1904624,0.0024386093,0.45805478,3
3221535435,3221534277,396825,0.18318728,-0.00847113,0.46635932,3
3221983012,3221982038,396825,0.18563715,-0.009792288,0.4824738,3
3222559380,3222505029,396825,0.19197707,-0.0026868335,0.4641959,3
3223028529,3223027568,396825,0.19035195,-0.002960503,0.48320165,3
3223476589,3223475626,396825,0.20735385,0.006006131,0.47836357,3
3224073827,3224072866,396825,0.1944953,0.0019563772,0.45319766,3
3224521993,3224520969,396825,0.18330604,-0.005671411,0.45102385,3
3224969839,3224968874,396825,0.20348077,-0.0035547726,0.446952,3
3225567206,3225566244,396825,0.20737809,0.0007638652,0.45787996,3
3226015341,3226014360,396825,0.2002541,-0.0029610172,0.45755583,3
3226462776,3226461815,396825,0.20602019,0.009691596,0.45679936,3
3227060085,3227059120,396825,0.19547755,-0.0070806555,0.49589494,3
3227507841,3227506880,396825,0.16778848,-0.0027380623,0.47698924,3
3227955960,3227954983,396825,0.16979584,-0.042020537,0.44821453,3
3228553368,3228552359,396825,0.2061565,0.0018032119,0.43519518,3
3229001325,3229000338,396825,0.21401986,0.051283136,0.47966772,3
3229449158,3229448195,396825,0.15657976,0.09727677,0.43825457,3
3230046099,3230045128,396825,0.1330677,0.12713909,0.45133042,3
3230493678,3230492672,396825,0.11592727,0.1308493,0.46484634,3
3231069772,3231015298,396825,0.095348045,0.10853866,0.47086748,3
3231538833,3231537870,396825,0.103511766,0.12456775,0.4727913,3
3231986403,3231985440,396825,0.09768541,0.123135895,0.46579593,3
3232562578,3232508054,396825,0.09304013,0.12846974,0.45457217,3
3233031732,3233030747,396825,0.0956764,0.10909357,0.45537996,3
3233479798,3233478827,396825,0.1216294,0.041199073,0.5003743,3
3234056155,3234001700,396825,0.17311446,0.05022096,0.4682805,3
3234525269,3234524298,396825,0.19332431,0.078855775,0.4662078,3
3234973243,3234972278,396825,0.16778207,0.07373329,0.45163846,3
3235570434,3235569472,396825,0.1882715,0.07710369,0.4811738,3
3236018701,3236017700,396825,0.17120928,0.07569959,0.44385985,3
3236466635,3236465643,396825,0.18141398,0.085886665,0.46395034,3
3237063704,3237062743,396825,0.16653623,0.0785627,0.44609693,3
3237511302,3237510341,396825,0.1891632,0.083791696,0.46776974,3
3237959203,3237958133,396825,0.16670734,0.14311205,0.4219095,3
3238557418,3238555580,396825,0.15568541,0.053204708,0.45831323,3
3239004379,3239003417,396825,0.20527773,0.050477818,0.42239285,3
3239451834,3239450872,396825,0.24431473,0.06312253,0.40675437,3
3240049632,3240048670,396825,0.20729238,0.07583004,0.42601824,3
3240497602,3240496636,396825,0.23368526,0.11876849,0.39923573,3
3241073846,3241019560,396825,0.21385074,0.15530607,0.3983838,3
3241543086,3241541966,396825,0.12642027,0.15912217,0.44089794,3
3241990644,3241989681,396825,0.13186169,0.17438841,0.4087642,3
3242566500,3242512363,396825,0.21578287,0.09699345,0.4266073,3
3243036442,3243035481,396825,0.26900023,0.03163341,0.40815252,3
3243484305,3243483345,396825,0.24925928,-0.028853517,0.43806684,3
3244060031,3244005894,396825,0.22055027,-0.118405595,0.430825,3
3244530083,3244529118,396825,0.076268606,-0.19657154,0.44348,3
3244978087,3244977119,396825,-0.013498902,-0.1812471,0.46149838,3
3245553306,3245499192,396825,-0.056317866,-0.16919254,0.45680425,3
